paperTitle	citedPaperTitle
D-instantons and Matrix Models	A Large-N Reduced Model as Superstring
D-instantons and Matrix Models	Matrix String Theory
D-instantons and Matrix Models	Matrix Theory and Heterotic Strings on Tori
D-instantons and Matrix Models	Absorption by Branes and Schwinger Terms in the World Volume Theory
D-instantons and Matrix Models	The Large N Limit of Superconformal Field Theories and Supergravity
D-instantons and Matrix Models	Anti De Sitter Space And Holography
D-instantons and Matrix Models	D-particle bound states and generalized instantons
D-instantons and Matrix Models	Matrix string states in pure 2d Yang Mills theories
D-instantons and Matrix Models	Matrix String Partition Functions
D-instantons and Matrix Models	A note on heterotic/type I duality and D0 brane quantum mechanics
D-instantons, Strings and M-theory	Bound States Of Strings And p-Branes
D-instantons, Strings and M-theory	TASI Lectures on D-Branes
D-particle bound states and generalized instantons	Supersymmetric Yang-Mills Theory On A Four-Manifold
D-particle bound states and generalized instantons	Bound States Of Strings And p-Branes
D-particle bound states and generalized instantons	TASI Lectures on D-Branes
D-particle bound states and generalized instantons	A Large-N Reduced Model as Superstring
D-particles on T^4/Z_n orbifolds and their resolutions	Black Hole Condensation and the Unification of String Vacua
D-particles on T^4/Z_n orbifolds and their resolutions	Bound States Of Strings And p-Branes
D-particles on T^4/Z_n orbifolds and their resolutions	Phase Transitions In M-Theory And F-Theory
D-particles on T^4/Z_n orbifolds and their resolutions	Aspects of Type IIB Theory on ALE Spaces
D-particles on T^4/Z_n orbifolds and their resolutions	D-branes on Orbifolds and Topology Change
D-particles on T^4/Z_n orbifolds and their resolutions	Fractional Branes and Wrapped Branes
D-particles, Matrix Integrals and KP hierachy	Bound States Of Strings And p-Branes
D-particles, Matrix Integrals and KP hierachy	A Large-N Reduced Model as Superstring
D-particles, Matrix Integrals and KP hierachy	D-particle bound states and generalized instantons
D-Sitter Space: Causal Structure, Thermodynamics, and Entropy	DeSitter entropy, quantum entanglement and ADS/CFT
D-Sitter Space: Causal Structure, Thermodynamics, and Entropy	Spacelike Branes
D-Sitter Space: Causal Structure, Thermodynamics, and Entropy	Tachyon Matter
D-Sitter Space: Causal Structure, Thermodynamics, and Entropy	Heretics of the False Vacuum: Gravitational Effects On and Of Vacuum
D-Sitter Space: Causal Structure, Thermodynamics, and Entropy	de Sitter Vacua in String Theory
D-Sitter Space: Causal Structure, Thermodynamics, and Entropy	Some Speculations about Black Hole Entropy in String Theory
D-Sitter Space: Causal Structure, Thermodynamics, and Entropy	Black Hole Entropy in Canonical Quantum Gravity and Superstring Theory
D-Sitter Space: Causal Structure, Thermodynamics, and Entropy	The Large N Limit of Superconformal Field Theories and Supergravity
D-Sitter Space: Causal Structure, Thermodynamics, and Entropy	The Coulomb Branch of Gauge Theory from Rotating Branes
D-Sitter Space: Causal Structure, Thermodynamics, and Entropy	CFTs From Calabi-Yau Four-folds
D-Strings on D-Manifolds	Kleinian Singularities and the Ground Ring of C=1 String Theory
D-Strings on D-Manifolds	Massless Black Holes and Conifolds in String Theory
D-Strings on D-Manifolds	Exact Results for N=2 Compactifications of Heterotic Strings
D-Strings on D-Manifolds	N=2 Type II- Heterotic duality and Higher derivative F-terms
D-Strings on D-Manifolds	Bound States Of Strings And p-Branes
D-Walls and Junctions in Supersymmetric Gluodynamics in the Large N	Phases of N=1 supersymmetric gauge theories in four dimensions
D-Walls and Junctions in Supersymmetric Gluodynamics in the Large N	Type IIB Superstrings, BPS Monopoles, And Three-Dimensional Gauge
D-Walls and Junctions in Supersymmetric Gluodynamics in the Large N	The Large N Limit of Superconformal Field Theories and Supergravity
D-Walls and Junctions in Supersymmetric Gluodynamics in the Large N	Anti De Sitter Space And Holography
D-Walls and Junctions in Supersymmetric Gluodynamics in the Large N	Large N Domain Walls as D-branes for {cal N}=1 QCD String
D-Walls and Junctions in Supersymmetric Gluodynamics in the Large N	The Discrete Z_{2N_c} Symmetry And Effective Superpotential In SUSY
D-Walls and Junctions in Supersymmetric Gluodynamics in the Large N	Domain walls in supersymmetric QCD: from weak to strong coupling
D-Walls and Junctions in Supersymmetric Gluodynamics in the Large N	More on the Tensorial Central Charges in N=1 Supersymmetric Gauge
D=10 Chiral Tensionless Super p-Branes	NULL
D=10, N=IIB Supergravity: Lorentz-invariant actions and duality	On Lorentz Invariant Actions for Chiral P-Forms
D=10, N=IIB Supergravity: Lorentz-invariant actions and duality	Duality-Symmetric Eleven-Dimensional Supergravity and its Coupling to
D=11 SUGRA as the Low Energy Effective Action of Matrix Theory: Three	TASI Lectures on D-Branes
D=11 SUGRA as the Low Energy Effective Action of Matrix Theory: Three	Boundary states for moving D-branes
D=11 SUGRA as the Low Energy Effective Action of Matrix Theory: Three	Another Conjecture about M(atrix) Theory
D=11 SUGRA as the Low Energy Effective Action of Matrix Theory: Three	Electric and magnetic interaction of dyonic D-branes and odd spin
D=11 Supergravity Revisited	NULL
D=11 Supermembrane Instantons, W(infty) Strings and the Super Toda	On the Cohomology of the Noncritical W-string
D=2 String Theory in Target Space/World-Sheet Light-Cone Gauge	Ward Identities in Two-Dimensional String Theory
D=4, N=1 Supersymmetric Henneaux-Knaepen Models	NULL
D=6, N=1 String Vacua and Duality	Moduli Corrections to Gauge and Gravitational Couplings in four
D=6, N=1 String Vacua and Duality	Strong/Weak Coupling Duality from the Dual String
D=6, N=1 String Vacua and Duality	Massless Black Holes and Conifolds in String Theory
D=6, N=1 String Vacua and Duality	Black Hole Condensation and the Unification of String Vacua
D=6, N=1 String Vacua and Duality	Exact Results for N=2 Compactifications of Heterotic Strings
D=6, N=1 String Vacua and Duality	Dual String Pairs With N=1 And N=2 Supersymmetry In Four Dimensions
D=6, N=1 String Vacua and Duality	Small Instantons in String Theory
D=6, N=1 String Vacua and Duality	Small E_8 Instantons and Tensionless Non-critical Strings
D=6, N=1 String Vacua and Duality	Phase Transitions In M-Theory And F-Theory
D=6, N=1 String Vacua and Duality	Duality Between the Webs of Heterotic and Type II Vacua
D=6, N=1 String Vacua and Duality	F-theory and Orientifolds
D=6, N=1 String Vacua and Duality	Geometric Singularities and Enhanced Gauge Symmetries
D=6, N=1 String Vacua and Duality	Tensors from K3 Orientifolds
D=6, N=1 String Vacua and Duality	String Duality--A Colloquium
D=6, N=1 String Vacua and Duality	TASI Lectures on D-Branes
D=6, N=1 String Vacua and Duality	Consistency Conditions for Branes at Orbifold Singularities
D=7 SU(2) Gauged Supergravity From D=10 Supergravity	The Large N Limit of Superconformal Field Theories and Supergravity
D=7 SU(2) Gauged Supergravity From D=10 Supergravity	Anti De Sitter Space And Holography
D0 Branes on T^n and Matrix Theory	Proposals on nonperturbative superstring interactions
D0 Branes on T^n and Matrix Theory	Matrix String Theory
D0 Branes on T^n and Matrix Theory	Another Conjecture about M(atrix) Theory
D0 Branes on T^n and Matrix Theory	String Dualities from Matrix Theory
D0 Branes on T^n and Matrix Theory	M&ms
D0 Branes on T^n and Matrix Theory	Comments on Neveu-Schwarz Five-Branes
D0-Branes as Instantons in D=4 Super Yang-Mills Theories	Bound States Of Strings And p-Branes
D0-Branes as Instantons in D=4 Super Yang-Mills Theories	Small Instantons in String Theory
D0-Branes as Instantons in D=4 Super Yang-Mills Theories	Type IIB Superstrings, BPS Monopoles, And Three-Dimensional Gauge
D0-Branes as Instantons in D=4 Super Yang-Mills Theories	Orientifolds, Branes, and Duality of 4D Gauge Theories
D0-Branes as Instantons in D=4 Super Yang-Mills Theories	Softly Broken MQCD and the Theta Angle
D0-branes in an H-field Background and Noncommutative Geometry	Proposals on nonperturbative superstring interactions
D0-branes in an H-field Background and Noncommutative Geometry	Matrix String Theory
D0-branes in an H-field Background and Noncommutative Geometry	Another Conjecture about M(atrix) Theory
D0-branes in an H-field Background and Noncommutative Geometry	Matrix Regularization of an Open Supermembrane ---towards M-theory
D0-branes in an H-field Background and Noncommutative Geometry	D0 Branes on T^n and Matrix Theory
D0-branes in an H-field Background and Noncommutative Geometry	D-branes and the Noncommutative Torus
D0-branes in an H-field Background and Noncommutative Geometry	D-branes and Deformation Quantization
D0-branes in an H-field Background and Noncommutative Geometry	Multiple D0-branes in Weakly Curved Backgrounds
D0-branes in Gepner models and N=2 black holes	The Symplectic Structure of N=2 Supergravity and its Central Extension
D0-branes in Gepner models and N=2 black holes	The Size of p-Branes
D0-branes in Gepner models and N=2 black holes	TASI Lectures on D-Branes
D0-branes in Gepner models and N=2 black holes	Boundary states for moving D-branes
D0-branes in Gepner models and N=2 black holes	D-branes in Gepner models and supersymmetry
D0-branes in Gepner models and N=2 black holes	The 0-brane action in a general D=4 supergravity background
D1 and D5-Brane Actions in AdS_m x S^n	Gauge-Invariant and Gauge-Fixed D-Brane Actions
D1 and D5-Brane Actions in AdS_m x S^n	The Large N Limit of Superconformal Field Theories and Supergravity
D1 and D5-Brane Actions in AdS_m x S^n	Anti De Sitter Space And Holography
D1 and D5-Brane Actions in AdS_m x S^n	Supersymmetric D3 brane action in AdS_5 x S^5
D1 and D5-Brane Actions in AdS_m x S^n	The GS Type IIB Superstring Action on AdS(3) X S(3) X T(4)
D1 and D5-Brane Actions in AdS_m x S^n	BPS solutions of a D5-brane worldvolume in a D3-brane background from
D1 and D5-Brane Actions in AdS_m x S^n	Baryon Configurations in the UV and IR Regions of Type 0 String Theory
D1/D5 Moduli in SCFT and Gauge Theory, and Hawking Radiation	Comparing decay rates for black holes and D-branes
D1/D5 Moduli in SCFT and Gauge Theory, and Hawking Radiation	D-branes and Near Extremal Black Holes at Low Energies
D1/D5 Moduli in SCFT and Gauge Theory, and Hawking Radiation	Universal Low-Energy Dynamics for Rotating Black Holes
D1/D5 Moduli in SCFT and Gauge Theory, and Hawking Radiation	Absorption of photons and fermions by black holes in four dimensions
D1/D5 Moduli in SCFT and Gauge Theory, and Hawking Radiation	The Large N Limit of Superconformal Field Theories and Supergravity
D1/D5 Moduli in SCFT and Gauge Theory, and Hawking Radiation	Anti De Sitter Space And Holography
D1/D5 Moduli in SCFT and Gauge Theory, and Hawking Radiation	AdS3 Black Holes and a Stringy Exclusion Principle
D1/D5 Moduli in SCFT and Gauge Theory, and Hawking Radiation	Instanton Strings and HyperKaehler Geometry
D1D5 systems and AdS/CFT correspondences with 16 supercharges	The Large N Limit of Superconformal Field Theories and Supergravity
D1D5 systems and AdS/CFT correspondences with 16 supercharges	AdS3 Black Holes and a Stringy Exclusion Principle
D1D5 systems and AdS/CFT correspondences with 16 supercharges	Large N Elliptic Genus and AdS/CFT Correspondence
D2-brane RR-charge on SU(2)	A note on D-branes in group manifolds: flux quantisation and D0-charge
D2-brane RR-charge on SU(2)	D-Brane Primer
D2-brane RR-charge on SU(2)	D-Brane Instantons and K-Theory Charges
D2-brane RR-charge on SU(2)	Conformal field theory: a case study
D2-brane RR-charge on SU(2)	The geometry of WZW branes
D3 Brane(s) in AdS_5 x S^5 and N =4,2,1 SYM	Gauge-Invariant and Gauge-Fixed D-Brane Actions
D3 Brane(s) in AdS_5 x S^5 and N =4,2,1 SYM	On non-abelian generalisation of Born-Infeld action in string theory
D3 Brane(s) in AdS_5 x S^5 and N =4,2,1 SYM	Kappa-Symmetry, Supersymmetry and Intersecting Branes
D3 Brane(s) in AdS_5 x S^5 and N =4,2,1 SYM	The Large N Limit of Superconformal Field Theories and Supergravity
D3 Brane(s) in AdS_5 x S^5 and N =4,2,1 SYM	Anti De Sitter Space And Holography
D3 Brane(s) in AdS_5 x S^5 and N =4,2,1 SYM	N=1,2 4D Superconformal Field Theories and Supergravity in AdS_5
D3 Brane(s) in AdS_5 x S^5 and N =4,2,1 SYM	Non-perturbative Effects in AdS5 * S5 String Theory and d=4 SUSY
D3 Brane(s) in AdS_5 x S^5 and N =4,2,1 SYM	Branes in the bulk of Anti-de Sitter space
D3 Brane(s) in AdS_5 x S^5 and N =4,2,1 SYM	A k Gauge Fixed Type IIB Superstring Action on AdS_{5} X S_{5}
D3 Brane(s) in AdS_5 x S^5 and N =4,2,1 SYM	On the Space-Time Uncertainty Principle and Holography
D3 Brane(s) in AdS_5 x S^5 and N =4,2,1 SYM	A Note on AdS/SYM Correspondence on the Coulomb Branch
D3-branes dynamics and black holes	Exact Results in SO(11) SUSY Gauge Theories with Spinor and Vector
D3-branes dynamics and black holes	Electric and magnetic interaction of dyonic D-branes and odd spin
D6-branes wrapping Kahler four-cycles	Fivebranes Wrapped On Associative Three-Cycles
D6-branes wrapping Kahler four-cycles	M-Fivebranes Wrapped on Supersymmetric Cycles
D6-branes wrapping Kahler four-cycles	Supergravity duals of gauge theories from F(4) gauged supergravity in
D6-branes wrapping Kahler four-cycles	D-Branes, Holonomy and M-Theory
